Category,Yard,City,Zip,School District,Year Built,Acres,Square Feet,Newly Built,Asking Price,Bathrooms,Bedrooms,Special Features,Floor Covering,Carpet,Hard Wood,Tile,Laminate,Finished Basement,Garage,Fireplace,Deck,Sprinklers,Pool,By Owner,Washer,Dryer,Fenced,Landscape,Central Air,Brick,Stucco
single family home,not applicable,eagle mountain,84005,not specified,2015,0.22,2858,FALSE,349900,2,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,fenced full,lindon,84042,not specified,1993,0.07,3900,FALSE,349500,3,3,patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
single family home,not applicable,draper,84020,not specified,2013,0.54,7200,FALSE,1750000,5,6,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,springville,84663,not specified,1992,0.36,4234,FALSE,489900,5,6,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,teasdale,84773,not specified,2000,56,3500,FALSE,1250000,4,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,mona,84645,not specified,2006,0.53,3991,FALSE,394900,3,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,provo,84601,not specified,1995,0.18,1446,FALSE,314900,2,5,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
townhouse/condo,not applicable,orem,84058,not specified,2014,0.03,2492,FALSE,314999,3,4,deck|sprinklers automatic|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
single family home,fenced partial,west valley city,84120,granite,1981,0.19,1520,FALSE,270000,1.5,5,security system|sprinklers automatic,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
single family home,fenced full,layton,84041,davis,1979,0.24,2180,FALSE,215000,1,3,sprinklers automatic,carpet|linoleum,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
single family home,not specified,salt lake city,84103,not specified,1951,0.31,3710,FALSE,1086000,3,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,fenced partial|landscape full,draper,84020,canyons,2001,0.19,3380,FALSE,524900,2.75,4,deck|fireplace gas|patio uncovered|security system|sprinklers automatic|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
single family home,landscape full,orem,84058,alpine,2002,0.32,5189,FALSE,625000,3.5,7,not specified,not specified,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
single family home,fenced full|landscape full,richfield,84701,sevier,1978,0.25,3322,FALSE,290000,3,5,deck|fireplace woodburning|patio covered|sprinklers automatic,carpet|linoleum|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
townhouse/condo,landscape full,eagle mountain,84005,alpine,2003,0.03,1218,FALSE,187900,2,3,hot tub|patio covered|pool|sprinklers automatic|walkin closet,carpet|linoleum,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
single family home,not applicable,payson,84651,not specified,1900,0.49,1740,FALSE,254000,2,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
townhouse/condo,not applicable,salt lake city,84106,not specified,1975,0.01,1628,FALSE,224000,2,2,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
townhouse/condo,not applicable,spanish fork,84660,not specified,2004,0.03,2096,FALSE,219000,2.5,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,orem,84057,not specified,1977,0.18,2943,FALSE,374900,2,5,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,provo,84601,not specified,1978,0.19,1175,FALSE,199900,1,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,fenced full|landscape front,brigham city,84302,box elder,1911,0.25,1127,FALSE,160000,1,2,not specified,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
single family home,not applicable,vineyard,84059,not specified,2011,0.23,3432,FALSE,435000,3,5,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
townhouse/condo,not applicable,millcreek,84106,not specified,1982,0.01,1640,FALSE,275000,3,2,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,millcreek,84109,not specified,1962,1.88,6153,FALSE,1499900,3.5,7,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,eagle mountain,84005,not specified,1998,0.18,2182,FALSE,273973,2,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
townhouse/condo,not applicable,holladay,84124,granite,2000,0.01,1340,FALSE,304900,2,2,deck|fireplace gas,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
single family home,fenced partial,provo,84601,provo city,1928,0.18,900,FALSE,230000,1,3,patio uncovered,carpet|other|tile,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
single family home,fenced full|landscape back|landscape front,mona,84645,juab,1995,0.78,2412,FALSE,290000,3,4,fireplace gas|fireplace woodburning|sprinklers automatic|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
single family home,fenced partial|landscape full,price,84501,carbon,1956,0.19,2480,FALSE,174900,1.75,4,fireplace other|fireplace woodburning|patio covered|sprinklers automatic,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
townhouse/condo,fenced full,orem,84058,alpine,1988,0.06,1257,FALSE,230000,1.5,3,patio uncovered|sprinklers automatic,carpet|laminate|linoleum|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
single family home,fenced full|landscape full,orem,84097,alpine,1991,0.37,3600,FALSE,549900,2.5,5,fireplace woodburning|patio uncovered|sprinklers automatic,carpet|hardwood|linoleum,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
single family home,fenced full|landscape full,centerville,84014,davis,1990,0.42,6100,FALSE,799000,3.75,4,fireplace gas|fireplace woodburning|patio covered|patio uncovered|security system|sprinklers automatic|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
single family home,fenced partial|landscape full,roosevelt,84066,duchesne,1999,1,2500,FALSE,259000,2,3,hot tub|security system|sprinklers automatic|walkin closet,carpet|hardwood,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,fenced none,plain city,84404,weber,1964,0.4,2832,FALSE,318250,3,6,patio uncovered,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,landscape full,north ogden,84414,weber,2008,0.3,3930,FALSE,393250,3.5,4,deck|fireplace gas|patio covered|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
single family home,fenced full|fenced partial,ogden,84401,weber,1913,0.21,3582,FALSE,373900,3,6,fireplace woodburning|patio covered|sprinklers automatic|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
multifamily home,fenced full,ogden,84403,weber,1998,0.2,3178,FALSE,376350,4,7,deck,carpet|laminate|linoleum|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
single family home,fenced partial|landscape front,sandy,84094,canyons,1979,8712,2800,FALSE,379900,2.5,4,deck|fireplace woodburning|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,fenced full,lehi,84043,alpine,1999,0.23,1450,FALSE,305000,2,3,fireplace gas|patio uncovered|sprinklers automatic,carpet|laminate,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
single family home,fenced full,hooper,84315,weber,2006,0.46,3650,FALSE,488900,3.5,5,fireplace gas|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
single family home,landscape full,riverdale,84405,weber,1964,0.17,2100,FALSE,244900,2,5,patio covered,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
single family home,fenced full|landscape full,cedar hills,84062,alpine,2004,0.47,4527,FALSE,589000,4.5,7,deck|fireplace gas|patio uncovered|security system|sprinklers automatic|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
single family home,fenced partial,salt lake city,84118,granite,1998,0.18,1776,FALSE,299000,2,4,not specified,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
townhouse/condo,fenced full|landscape full,south jordan,84095,jordan,2004,0.01,2054,FALSE,300000,2.5,2,sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,fenced full|landscape full,murray,84123,murray city,1978,0.29,4009,FALSE,419800,2.5,5,deck|sprinklers automatic,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
single family home,fenced full|landscape full,lehi,84043,alpine,2012,7400,4500,FALSE,469900,2.5,4,patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood|linoleum,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,fenced full|landscape full,south jordan,84095,jordan,1993,0.33,4096,FALSE,575000,3.5,6,fireplace gas|patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
single family home,landscape front,cedar hills,84062,alpine,2006,0.15,3957,FALSE,425000,3.5,7,patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
single family home,fenced partial|landscape full,south jordan,84009,jordan,2018,0.13,3529,FALSE,450000,2.5,3,patio covered|pool|sprinklers automatic|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
single family home,landscape none,centerville,84014,davis,2019,0.91,4515,FALSE,769900,3.5,5,fireplace gas|patio covered|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,landscape full,syracuse,84075,davis,2007,0.36,4923,FALSE,589000,3.75,7,not specified,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
single family home,fenced full|landscape full,pleasant view,84414,weber,1994,0.37,4370,FALSE,419000,2.5,3,deck|sprinklers automatic|walkin closet,carpet|linoleum|tile,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
single family home,fenced partial,south jordan,84009,jordan,2016,0.19,4200,FALSE,509900,2,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
single family home,fenced partial|landscape none,kaysville,84037,davis,2019,0.32,4453,FALSE,768900,3.5,5,fireplace gas|patio covered|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
single family home,landscape none,farmington,84025,davis,2019,0.59,4985,FALSE,879900,3.5,5,fireplace gas|patio covered|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,fenced none|landscape back|landscape front|landscape full,provo,84604,provo city,1979,13,3200,FALSE,510000,3.5,5,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,landscape full,south jordan,84009,jordan,2009,0.07,2389,FALSE,360000,3.5,5,fireplace gas|patio uncovered|security system|sprinklers automatic|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,landscape full,salt lake city,84105,salt lake city,1924,0.07,1318,FALSE,350000,1,3,fireplace woodburning|patio covered,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
single family home,fenced partial|landscape back|landscape front,erda,84074,tooele,2005,4.94,4436,FALSE,549900,3.5,6,deck|fireplace gas,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,fenced partial|landscape full,washington,84780,washington,2005,0.12,1733,FALSE,279500,2,3,patio covered|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,fenced full,layton,84041,davis,1996,0.27,3000,FALSE,347000,3,6,sprinklers automatic,carpet|laminate|linoleum|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
single family home,fenced full,lehi,84043,alpine,2000,0.19,1446,FALSE,305000,2.5,3,sprinklers automatic,carpet|laminate,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
single family home,fenced partial|landscape full,south jordan,84009,jordan,2007,0.06,1853,FALSE,289900,2,3,patio uncovered|sprinklers automatic,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
single family home,not applicable,summit county,84036,not specified,1994,5.8,1126,FALSE,299900,2,3,deck|patio covered|walkin closet,carpet|linoleum,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,fenced full|landscape full,holladay,84124,granite,1955,0.22,3140,FALSE,699900,3,5,fireplace woodburning|patio covered|sprinklers automatic|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
single family home,fenced none|landscape none,enoch,84721,iron,2019,0.46,1435,FALSE,228500,2,3,patio uncovered|walkin closet,hardwood|other,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,fenced partial|landscape full,draper,84020,canyons,1994,0.41,5284,FALSE,699900,4.5,6,deck|patio covered|sprinklers automatic|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
single family home,fenced partial,mapleton,84664,nebo,1992,0.34,2800,FALSE,499900,2,4,fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
single family home,fenced full|landscape full,st george,84790,washington,2017,0.19,1901,FALSE,314900,2.5,4,patio uncovered|walkin closet,carpet|other,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,fenced partial|landscape front,farmington,84025,davis,2019,0.23,3440,FALSE,519900,2,3,deck|fireplace gas|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,landscape front,herriman,84096,jordan,2019,0.28,3668,FALSE,479900,2.5,3,fireplace gas|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
single family home,fenced full|landscape full,roy,84067,weber,2004,0.1,1204,FALSE,252900,2,2,patio covered|pool|sprinklers automatic|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
townhouse/condo,not applicable,murray,84107,murray city,2018,0,2538,FALSE,374900,4,4,deck|sprinklers automatic|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
townhouse/condo,fenced full|landscape full,heber city,84032,wasatch,1998,0.12,1733,FALSE,327900,2.5,4,patio uncovered,carpet|laminate,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
single family home,landscape full,north ogden,84414,weber,1973,0.02,1116,FALSE,128000,2,2,patio covered|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
single family home,fenced partial,wanship,84017,north summit,2007,1,2886,FALSE,415000,3.5,3,deck|fireplace other|hot tub|patio uncovered|walkin closet,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
single family home,fenced full|landscape full,heber city,84032,wasatch,2002,0.13,2377,FALSE,390000,3,4,deck|fireplace gas|security system|sprinklers automatic|walkin closet,carpet|linoleum,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
single family home,fenced partial|landscape full,midway,84049,wasatch,1985,0.5,2125,FALSE,439000,1.75,4,deck,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
single family home,fenced partial,taylorsville,84123,granite,1958,0.21,1736,FALSE,305000,1.75,3,not specified,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
single family home,fenced partial,millcreek,84106,granite,1979,0.019,2972,FALSE,509000,2.75,5,deck|sprinklers automatic,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
single family home,fenced none|landscape full,midway,84049,wasatch,2007,0.27,4233,FALSE,888000,4,4,deck|fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,fenced full|landscape full,heber city,84032,wasatch,2006,0.32,4075,FALSE,664900,3.5,5,fireplace gas|patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
single family home,landscape full,providence,84332,cache,2003,0.19,2196,FALSE,279900,2,6,patio uncovered|sprinklers automatic,carpet|linoleum,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
single family home,fenced full,west jordan,84088,jordan,1995,0.26,3316,FALSE,399900,3.5,5,not specified,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
single family home,fenced partial|landscape full,st george,84770,washington,1989,0.06,1537,FALSE,239900,2,3,fireplace gas|hot tub|patio uncovered|pool|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,fenced full|landscape front,santaquin,84655,nebo,2011,0.25,3028,FALSE,329900,2,3,patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood|laminate|tile,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
