Site Section,Sort Type,Template,Category,Site Section 2,Ad Type,Yard,Parking Type,heating,State,City,Zip,Seller Type,School District,Seller Accepts Texts,Photo Count,Year Built,Title,Previous URL,Acres,Square Feet,Newly Built,Seller ID,AD ID,Time Posted,Asking Price,Package Type,Exterior Material,cooling,Bathrooms,Bedrooms,Expire Date,Ad Status,Special Features,Floor Covering,Basement Type,Included Appliances,mls number,Listing ID
homes,not specified,detail page,single family home,for sale,for sale,fenced full,attached garage|combined garage|driveway|3 cars,radiant heat,ut,richmond,84333,by agent,cache,true,19,1997,161 E 400 S|Richmond|UT|84333,not specified,0.76,4339,False,3478060,40316536,2019-03-27T16:43:45Z,490000,not specified,brick|stucco,central air,5,6,2019-09-27,active,deck|fireplace gas|patio uncovered,carpet|tile,full finished,microwave|range|refrigerator,1589111,40316536
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|driveway|street parking|2 cars,forced air,ut,tremonton,84337,by agent,box elder,true,27,2010,1225 N County View Dr|Tremonton|UT|84337,not specified,0.49,4568,False,170497,40316535,2019-03-27T16:42:05Z,489900,not specified,other|stucco,central air,25,4,2019-09-27,active,deck|patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood|tile,full partially finished,dryer|microwave|other|range|refrigerator|washer,1587110,40316535
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|2 cars,forced air,ut,logan,84321,by agent,logan city,true,23,1993,760 N 300 E|Logan|UT|84321,not specified,0.16,2890,False,329369,40316533,2019-03-27T16:38:35Z,269900,not specified,aluminumvinyl|brick,central air,35,5,2019-09-27,active,patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood|laminate|tile,full finished,dryer|microwave|range|refrigerator|washer,1587670,40316533
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|combined garage|2 cars,forced air,ut,layton,84041,by agent,davis,true,23,2019,984 E Mecham Ave Lot # 102|Layton|UT|84041,not specified,0.1,2925,False,1735888,40316532,2019-03-27T16:37:47Z,335300,not specified,other,central air,25,3,2019-09-27,active,deck|walkin closet,carpet|other,full unfinished,microwave|range,1577551,40316532
homes,not specified,detail page,townhouse/condo,for sale,for sale,landscape none,attached garage|combined garage|2 cars,forced air,ut,lehi,84043,by agent,alpine,true,4,2018,3677 W 2330 North #122|Lehi|UT|84043,not specified,0.03,2296,False,2140027,40316531,2019-03-27T16:27:16Z,304000,not specified,not specified,central air,25,3,2019-09-27,active,walkin closet,carpet|laminate|tile,full unfinished,microwave|range,1586109,40316531
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|1 cars,forced air,ut,north logan,84341,by agent,cache,true,17,2008,2583 N 370 E|North Logan|UT|84341,not specified,0.17,2380,False,329369,40316530,2019-03-27T16:24:07Z,259900,not specified,aluminumvinyl|brick,central air,2,5,2019-09-27,active,patio uncovered|sprinklers automatic,carpet|laminate|tile,full finished,microwave|range|refrigerator,1587212,40316530
homes,not specified,detail page,townhouse/condo,for sale,for sale,landscape full,attached garage|combined garage|2 cars,forced air,ut,herriman,84096,by agent,jordan,true,4,2018,4351 W Nash Ln # 120|Herriman|UT|84096,not specified,0.03,2332,False,3229035,40316529,2019-03-27T16:20:44Z,304000,not specified,not specified,central air,25,3,2019-09-27,active,walkin closet,carpet|laminate|tile,full unfinished,microwave|range,1555341,40316529
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|other|6 cars,forced air,ut,washington,84780,by agent,washington,true,19,2019,22 N Silver Feather Cir|Washington|UT|84780,not specified,0.42,4306,False,1429562,40316525,2019-03-27T16:04:48Z,1350000,not specified,other|stucco,central air,4,5,2019-09-27,active,deck|fireplace gas|hot tub|patio covered|pool|sprinklers automatic|walkin closet,carpet|hardwood|tile,full finished,microwave|other|range|refrigerator,19-201405,40316525
homes,not specified,detail page,multifamily home,for sale,for sale,fenced partial,other,radiant heat,ut,provo,84606,by owner,not specified,true,14,1950,341 n 300 e|provo|UT|84606,not specified,0.5,2200,False,989254,40311658,2019-03-27T16:03:13Z,400,select basic,not specified,central air,1,3,2019-09-27,active,not specified,carpet|tile,not specified,dryer|microwave|range|refrigerator|washer,not specified,40311658
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|combined garage|2 cars,forced air,ut,eagle mountain,84005,by agent,alpine,true,3,2018,4759 N Mt Nebo Dr #204|Eagle  Mountain|UT|84005,not specified,0.18,4411,False,3229667,40316523,2019-03-27T16:00:49Z,367900,not specified,not specified,central air,25,3,2019-09-27,active,walkin closet,carpet|laminate|tile,full unfinished,microwave|range,1588345,40316523
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|combined garage|2 cars,forced air,ut,herriman,84096,by agent,jordan,true,4,2018,14964 S Baron Way # 307|Herriman|UT|84096,not specified,0.14,3294,False,2637946,40316518,2019-03-27T15:54:10Z,450000,not specified,not specified,central air,25,4,2019-09-27,active,walkin closet,carpet|laminate|tile,full unfinished,microwave|range,1583678,40316518
homes,not specified,detail page,apartment complex,for sale,for sale,not applicable,street parking,other,ut,salt lake city,84102,by owner,not specified,true,7,2005,54 S Elizabeth St.  Apt. 4|Salt Lake City|UT|84102,not specified,0,600,False,3488879,40316516,2019-03-27T15:47:38Z,440,select basic,not specified,central air,1,2,2019-09-27,active,not specified,not specified,not specified,not specified,not specified,40316516
homes,not specified,detail page,manufactured,for sale,for sale,landscape front,street parking,forced air,ut,north salt lake,84054,by owner,davis,true,2,1974,240 E 1100 N C-15|North Salt Lake|UT|84054,not specified,0,728,False,2123780,40316514,2019-03-27T15:44:05Z,14500,select basic,aluminumvinyl,evaporative cooler window,1,2,2019-09-27,active,fireplace woodburning,carpet|laminate|linoleum,not specified,dryer|range|refrigerator|washer,not specified,40316514
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|other|street parking|3 cars,forced air,ut,highland,84003,by agent,alpine,true,30,2003,6750 W 9850 N|Highland|UT|84003,not specified,0.84,5714,False,1816142,40316510,2019-03-27T15:37:30Z,869900,not specified,brick|stucco,central air,35,7,2019-09-27,active,deck|fireplace gas|hot tub|patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood|tile,full finished,microwave|range|refrigerator,1580489,40316510
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|combined garage|2 cars,forced air,ut,saratoga springs,84045,by agent,alpine,true,4,2018,188 N Valcrest Dr #408|Saratoga Springs|UT|84045,not specified,0.12,2827,False,2845315,40316507,2019-03-27T15:33:16Z,341900,not specified,not specified,central air,25,3,2019-09-27,active,walkin closet,carpet|laminate|tile,full unfinished,microwave|range,1575459,40316507
homes,not specified,detail page,townhouse/condo,for sale,for sale,fenced partial,attached garage|combined garage|other|2 cars,forced air,ut,holladay,84117,by agent,granite,true,7,2013,1706 E Murray Holladay Rd|Holladay|UT|84117,not specified,0.1,1910,False,1105024,40316503,2019-03-27T15:29:45Z,574900,not specified,stucco,central air,175,2,2019-09-27,active,deck|fireplace gas|patio covered|security system|walkin closet,carpet|hardwood|other,not specified,dryer|microwave|other|range|refrigerator|washer,1589068,40316503
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,driveway,forced air,ut,south salt lake,84115,by owner,not specified,false,15,1923,191 E Whitlock Ave|South Salt Lake|UT|84115,not specified,0.11,804,False,970392,40316498,2019-03-27T15:24:47Z,266800,select basic,aluminumvinyl,central air,1,2,2019-09-27,active,walkin closet,carpet|laminate|linoleum|tile,shelfcrawl space,dryer|range|refrigerator|washer,not specified,40316498
homes,not specified,detail page,single family home,for sale,for sale,fenced full,driveway,forced air,ut,west jordan,84081,by agent,jordan,true,19,1981,6501 S Begonia Dr|West Jordan|UT|84081,not specified,0.17,952,False,2923858,40316497,2019-03-27T15:24:03Z,229900,not specified,aluminumvinyl|brick,central air,1,2,2019-09-27,active,not specified,carpet|laminate|tile,not specified,microwave|range,1589007,40316497
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,woods cross,84087,by agent,davis,true,24,2003,1223 S 1475 W|Woods Cross|UT|84087,not specified,23,2062,False,498115,40316493,2019-03-27T15:20:54Z,344000,not specified,stucco,central air,25,3,2019-09-27,active,deck|fireplace gas|sprinklers automatic|walkin closet,carpet|linoleum|tile,shelfcrawl space,microwave|range|refrigerator,1589148,40316493
homes,not specified,detail page,single family home,for sale,for sale,fenced full,driveway,forced air,ut,farmington,84025,by agent,davis,true,13,1964,52 E 125 S|Farmington|UT|84025,not specified,0.22,1794,False,22634,40316490,2019-03-27T15:15:41Z,285000,not specified,aluminumvinyl|brick,central air,2,4,2019-09-27,active,not specified,carpet|laminate|linoleum|tile,not specified,microwave|range|refrigerator,1586903,40316490
homes,not specified,detail page,manufactured,for sale,for sale,landscape none,none,other,ut,venice,84701,by owner,not specified,true,7,1990,Aurora |Venice|UT|84701,not specified,0,650,False,970035,40316479,2019-03-27T14:56:20Z,6000,select basic,aluminumvinyl,other,1,2,2019-09-27,active,not specified,carpet,not specified,range|refrigerator,not specified,40316479
homes,not specified,detail page,single family home,for sale,for sale,fenced full,attached garage|combined garage|driveway|other|2 cars,forced air,ut,clinton,84015,by agent,davis,true,30,2002,2406 W 2500 N|Clinton|UT|84015,not specified,0.29,2906,False,2923858,40316477,2019-03-27T14:45:19Z,349900,not specified,other|stucco,central air,25,4,2019-09-27,active,not specified,carpet|hardwood|tile,full finished,microwave|range,1589015,40316477
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|3 cars,forced air,ut,lehi,84043,by owner,alpine,true,16,2008,1880 West Grays Drive|Lehi|UT|84043,not specified,0.23,4432,False,122997,40299027,2019-03-27T14:25:25Z,514900,select basic,other|stucco,central air,4,7,2019-09-27,active,fireplace gas|patio covered|security system|sprinklers automatic|walkin closet,carpet|tile,not specified,microwave|range,not specified,40299027
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|street parking|2 cars,forced air,ut,south jordan,84009,by agent,jordan,true,27,2009,11081 S Cascabel Dr|South Jordan|UT|84009,not specified,0.11,3246,False,1090775,40316471,2019-03-27T14:22:59Z,435000,not specified,clapboardmasonite,central air,35,4,2019-09-27,active,fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|laminate|tile,full finished,microwave|range|refrigerator,1574497,40316471
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|3 cars,forced air,ut,syracuse,84075,by agent,davis,true,20,2016,819 S 2200 W|Syracuse|UT|84075,not specified,0.42,4189,False,2955584,40316469,2019-03-27T14:19:51Z,524000,not specified,brick|clapboardmasonite,central air,25,3,2019-09-27,active,deck|fireplace gas|patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood|tile,full unfinished,microwave|range,1588267,40316469
homes,not specified,detail page,single family home,for sale,for sale,fenced partial,driveway|street parking,forced air,ut,spanish fork,84660,by agent,nebo,true,10,1973,444 E 200 S|Spanish Fork|UT|84660,not specified,0.19,2400,False,35146,40316467,2019-03-27T14:16:31Z,294900,not specified,brick|clapboardmasonite,central air,3,4,2019-09-27,active,deck|fireplace gas|sprinklers automatic,carpet|laminate|tile,full finished,range|refrigerator,1584677,40316467
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,combined garage|detached garage|driveway|street parking|2 cars,forced air,ut,santa clara,84765,by agent,washington,true,37,1997,1681 Snow Canyon Dr|Santa Clara|UT|84765,not specified,0.28,4702,False,2980988,40316465,2019-03-27T14:14:40Z,469000,not specified,aluminumvinyl|brick,central air,35,7,2019-09-27,active,sprinklers automatic,carpet|hardwood|tile,full finished,microwave|range,19-202337,40316465
homes,not specified,detail page,townhouse/condo,for sale,for sale,landscape full,carport|combined garage|detached garage|1 cars,forced air,ut,springville,84663,by agent,nebo,true,11,2015,2472 W 500 S Unit 7|Springville|UT|84663,not specified,0.03,1344,False,2462848,40316459,2019-03-27T14:00:59Z,225000,not specified,aluminumvinyl,central air,2,3,2019-09-27,active,pool,carpet|laminate|tile,shelfcrawl space,microwave|refrigerator,1589107,40316459
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|driveway|street parking|2 cars,forced air,ut,salt lake city,84108,by agent,salt lake city,true,18,1976,1381 S 2100 E|Salt Lake City|UT|84108,not specified,0.2,2400,False,2290093,40316458,2019-03-27T13:55:34Z,675000,not specified,brick,central air,275,5,2019-09-27,active,fireplace woodburning|patio covered|sprinklers automatic|walkin closet,carpet|hardwood|tile,full finished,microwave|other|range|refrigerator,1589115,40316458
homes,not specified,detail page,manufactured,for sale,for sale,fenced partial|landscape full,combined garage|detached garage|driveway|other|street parking|7 cars,forced air,ut,manila,84046,by agent,daggett,true,17,1972,120 E Stateline Road|Manila|UT|84046,not specified,1.32,1768,False,2290093,40310514,2019-03-27T13:42:58Z,250000,not specified,aluminumvinyl,evaporative cooler window,2,2,2019-09-27,active,fireplace other|patio covered,carpet|linoleum,shelfcrawl space,dryer|microwave|other|range|refrigerator|washer,1570113,40310514
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,combined garage|detached garage|driveway|street parking|1 cars,forced air,ut,salt lake city,84116,by agent,salt lake city,true,11,1954,1152 N Catherine Street|Salt Lake City|UT|84116,not specified,0.14,1257,False,2290093,40307976,2019-03-27T13:42:53Z,265000,not specified,aluminumvinyl|brick,central air,1,3,2019-09-27,active,fireplace woodburning|patio uncovered|sprinklers automatic,hardwood|linoleum|other,shelfcrawl space,microwave|range|refrigerator,3001594,40307976
homes,not specified,detail page,townhouse/condo,for sale,for sale,landscape full,attached garage|combined garage|1 cars,forced air,ut,springville,84663,by agent,nebo,false,33,2009,482 S 2500 W Unit 2|Springville|UT|84663,not specified,0.03,1323,False,2609439,40316455,2019-03-27T13:37:44Z,230000,not specified,stucco,central air,2,3,2019-09-27,active,walkin closet,carpet|linoleum,not specified,microwave|refrigerator,1589119,40316455
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape front,attached garage|combined garage|driveway|street parking|2 cars,forced air,ut,syracuse,84075,by agent,davis,true,6,2019,1456 West 550 South|Syracuse|UT|84075,not specified,0.18,2941,False,1515565,40290743,2019-03-27T13:27:17Z,337900,not specified,brick|clapboardmasonite|stucco,central air,2,3,2019-09-27,active,deck|sprinklers automatic|walkin closet,not specified,full unfinished,microwave|other|range,1560498,40290743
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|street parking|1 cars,forced air,ut,roy,84067,by agent,weber,true,21,1955,3905 S 2225 W|Roy|UT|84067,not specified,0.2,1650,False,1554658,40316454,2019-03-27T13:25:31Z,220000,not specified,aluminumvinyl|brick,central air,2,3,2019-09-27,sold,deck|sprinklers automatic|walkin closet,carpet|linoleum,full finished,dryer|microwave|range|refrigerator|washer,1588845,40316454
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|3 cars,forced air,ut,south jordan,84009,by agent,jordan,false,18,2015,10617 S Kestrel Rise Rd|South Jordan|UT|84009,not specified,0.15,3692,False,183410,40316453,2019-03-27T13:17:06Z,535000,not specified,clapboardmasonite,central air,35,4,2019-09-27,active,patio covered|security system|sprinklers automatic|walkin closet,carpet|tile,full finished,microwave|range,1589047,40316453
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape front,attached garage|combined garage|driveway|street parking|4 cars,forced air,ut,hurricane,84737,by owner,not specified,true,24,2019,2484 S Lyle St|Hurricane|UT|84737,not specified,0.23,2527,False,3468482,40316451,2019-03-27T13:15:57Z,415000,select basic,not specified,central air,3,3,2019-09-27,active,not specified,not specified,not specified,not specified,not specified,40316451
homes,not specified,detail page,manufactured,for sale,for sale,landscape front,carport|2 cars,forced air,ut,sandy,84070,by owner,not specified,true,6,1983,11262 S Jordan View Dr # 23|Sandy|UT|84070,not specified,0.01,1809,False,1906618,40316450,2019-03-27T13:14:49Z,94900,select basic,not specified,central air,2,3,2019-09-27,active,deck|fireplace other|sprinklers automatic,not specified,not specified,not specified,not specified,40316450
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,carport|2 cars,forced air,ut,west valley city,84119,by agent,granite,false,21,1975,3505 W Rickys Dr|West Valley City|UT|84119,not specified,0.18,1988,False,2609439,40316448,2019-03-27T13:12:47Z,260000,not specified,other,central air,2,4,2019-09-27,active,not specified,carpet|laminate|tile,full finished,microwave|other|range|refrigerator,1589110,40316448
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|3 cars,forced air,ut,farmington,84025,by agent,not specified,true,25,2006,362 Old Fort Circle|Farmington|UT|84025,not specified,0.25,2400,False,2586151,40316447,2019-03-27T13:10:01Z,450000,not specified,other|stucco,central air,25,4,2019-09-27,active,not specified,carpet|hardwood|other|tile,not specified,microwave|refrigerator,3051017,40316447
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|1 cars,forced air,ut,west bountiful,84087,by agent,davis,true,14,1981,932 Pinetree Cir|West Bountiful|UT|84087,not specified,0.11,1530,False,2903325,40316446,2019-03-27T12:57:04Z,249900,not specified,aluminumvinyl,central air,25,3,2019-09-27,active,fireplace gas|sprinklers automatic,carpet|laminate|tile,shelfcrawl space,range,1588855,40316446
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|2 cars,forced air,ut,roosevelt,84066,by owner,duchesne,true,24,2010,260 Areva Rd|Roosevelt|UT|84066,not specified,0.38,2800,False,1090303,40316445,2019-03-27T12:50:11Z,385000,select basic,stucco,central air,3,5,2019-09-27,active,patio covered|security system|sprinklers automatic,carpet|tile,shelfcrawl space,microwave|range|refrigerator,not specified,40316445
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|2 cars,forced air,ut,clinton,84015,by agent,davis,true,25,1976,2024 N 1200 W|Clinton|UT|84015,not specified,0.41,1920,False,1274634,40316443,2019-03-27T12:45:42Z,214900,not specified,aluminumvinyl|brick,central air,1,2,2019-09-27,active,patio uncovered|sprinklers automatic,carpet|laminate|linoleum,full unfinished,range|refrigerator,1588992,40316443
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape front,attached garage|combined garage|driveway|street parking|2 cars,hydronic,ut,vernal,84078,by agent,uintah,true,22,1921,1022 S 500 W|Vernal|UT|84078,not specified,1,2430,False,2730960,40316441,2019-03-27T12:41:38Z,200000,not specified,other,evaporative cooler window,175,4,2019-09-27,active,deck|fireplace other|walkin closet,carpet|hardwood|linoleum,shelfcrawl space,range,1584060,40316441
homes,not specified,detail page,single family home,for sale,for sale,fenced full,attached garage|combined garage|driveway|2 cars,forced air,ut,cedar hills,84062,by agent,alpine,true,2,2005,10517 N Doral Dr|Cedar Hills|UT|84062,not specified,0.13,2640,False,3134166,40316440,2019-03-27T12:35:58Z,375000,not specified,not specified,central air,25,3,2019-09-27,active,not specified,not specified,not specified,not specified,1580276,40316440
homes,not specified,detail page,single family home,for sale,for sale,fenced partial,attached garage|combined garage|3 cars,forced air,ut,provo,84604,by agent,alpine,true,9,2019,653 E 3900 N|Provo|UT|84604,not specified,0.24,3503,False,2764537,40316438,2019-03-27T12:33:10Z,564850,not specified,not specified,central air,25,4,2019-09-27,active,not specified,not specified,not specified,not specified,1581538,40316438
homes,not specified,detail page,single family home,for sale,for sale,landscape back|landscape front|landscape full,attached garage|combined garage|2 cars,forced air,ut,spanish fork,84660,by agent,not specified,true,6,2018,159 S 1230 W|Spanish Fork|UT|84660,not specified,0.3,4188,False,2057151,40316437,2019-03-27T12:21:58Z,519900,not specified,not specified,central air,3,5,2019-09-27,active,not specified,not specified,not specified,not specified,1234567,40316437
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,south jordan,84009,by agent,jordan,false,25,2009,10334 S Millerton Dr|South Jordan|UT|84009,not specified,0.07,2234,False,2609439,40316436,2019-03-27T12:12:24Z,349000,not specified,other,central air,3,3,2019-09-27,active,walkin closet,carpet|laminate|tile,full finished,microwave|other|range|refrigerator,1589087,40316436
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|2 cars,forced air,ut,centerville,84014,by agent,davis,true,1,1986,294 S 600 E|Centerville|UT|84014,not specified,0.321,3921,False,812235,40312260,2019-03-27T12:10:06Z,469900,not specified,aluminumvinyl|brick,central air,5,3,2019-09-27,active,deck|fireplace woodburning|hot tub|patio covered|patio uncovered|sprinklers automatic,carpet|hardwood|linoleum|tile,full partially finished,range,1585016,40312260
homes,not specified,detail page,townhouse/condo,for sale,for sale,fenced full,attached garage|combined garage|driveway|other|street parking|2 cars,forced air,ut,st george,84790,by owner,washington,true,17,1990,701 E 900 S Unit 31|St George|UT|84790,not specified,0.07,1530,False,293445,40316435,2019-03-27T12:00:56Z,219900,select basic,aluminumvinyl|brick,central air,2,2,2019-09-27,active,patio covered|sprinklers automatic|walkin closet,carpet|laminate|tile,not specified,microwave|range|refrigerator,not specified,40316435
homes,not specified,detail page,single family home,for sale,for sale,landscape front,attached garage|combined garage|3 cars,forced air,ut,herriman,84096,by agent,jordan,true,10,2019,14009 S Mountain Mare Line|Herriman|UT|84096,not specified,0.5,4272,False,2397965,40316433,2019-03-27T11:34:33Z,539900,not specified,other|stucco,central air,25,3,2019-09-27,active,fireplace gas|sprinklers automatic|walkin closet,carpet|tile,full unfinished,microwave|other|range,0000000,40316433
homes,not specified,detail page,single family home,for sale,for sale,fenced partial,attached garage|combined garage|4 cars,forced air,ut,ephraim,84627,by agent,south sanpete,false,39,2015,481 S 440 E|Ephraim|UT|84627,not specified,0.64,5033,False,2609439,40316432,2019-03-27T11:24:26Z,440000,not specified,stucco,central air,4,6,2019-09-27,active,walkin closet,carpet|other,full finished,microwave|other|range|refrigerator,1589074,40316432
homes,not specified,detail page,townhouse/condo,for sale,for sale,landscape full,combined garage|detached garage|1 cars,forced air,ut,murray,84107,by agent,murray city,true,9,1970,5504 S Willow Ln|Murray|UT|84107,not specified,0.01,1125,False,1768362,40316431,2019-03-27T11:22:27Z,200000,not specified,not specified,central air,15,2,2019-09-27,active,patio uncovered,carpet|laminate|tile,not specified,range|refrigerator,1589057,40316431
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,lehi,84043,by agent,alpine,true,34,2006,1064 W 875 S|Lehi|UT|84043,not specified,0.17,3617,False,929994,40316430,2019-03-27T11:19:50Z,414900,not specified,stucco,central air,3,5,2019-09-27,active,fireplace gas|sprinklers automatic|walkin closet,carpet|tile,full unfinished,microwave|range,1589044,40316430
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|other|2 cars,forced air,ut,draper,84020,by agent,canyons,true,27,1996,928 E Dry Willow Ct|Draper|UT|84020,not specified,0.28,2900,False,561158,40316429,2019-03-27T11:17:12Z,474900,not specified,aluminumvinyl|brick|stucco,central air,2,5,2019-09-27,active,fireplace gas|sprinklers automatic|walkin closet,carpet|tile,full partially finished,microwave|other|range|refrigerator,1581492,40316429
homes,not specified,detail page,single family home,for sale,for sale,landscape front,attached garage|combined garage|2 cars,forced air,ut,south jordan,84009,by agent,jordan,true,23,2013,4918 W Vermillion Dr|South Jordan|UT|84009,not specified,0.06,1976,False,2526894,40316428,2019-03-27T11:17:07Z,339000,not specified,clapboardmasonite,central air,3,4,2019-09-27,active,patio covered|walkin closet,carpet|laminate|tile,full finished,microwave|range|refrigerator,1588813,40316428
homes,not specified,detail page,single family home,for sale,for sale,fenced full,driveway,forced air,ut,woods cross,84087,by agent,davis,false,24,1954,1650 S 700 W|Woods Cross|UT|84087,not specified,0.14,1095,False,2609439,40316427,2019-03-27T11:12:27Z,239000,not specified,brick,central air,1,3,2019-09-27,active,not specified,hardwood,not specified,range|refrigerator,1589073,40316427
homes,not specified,detail page,townhouse/condo,for sale,for sale,not applicable,attached garage|combined garage|street parking|2 cars,forced air,ut,murray,84107,by agent,murray city,true,18,2018,6 W Beebe Lane|Murray|UT|84107,not specified,0,1960,False,3286936,40293866,2019-03-27T11:02:47Z,349900,not specified,brick|clapboardmasonite|stucco,central air,4,3,2019-09-27,active,deck|sprinklers automatic|walkin closet,carpet|laminate|tile,not specified,microwave|range,1542046,40293866
homes,not specified,detail page,single family home,for sale,for sale,not specified,attached garage|2 cars,not specified,ut,lehi,84043,by agent,not specified,false,11,2019,524 S 2250 W|Lehi|UT|84043,not specified,not specified,2610,True,3256117,40306407,2019-03-27T11:01:08Z,431356,not specified,not specified,not specified,25,3,2019-08-08,active,not specified,not specified,not specified,not specified,not specified,40306407
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|street parking|2 cars,forced air,ut,draper,84020,by owner,not specified,true,13,1999,11801 Sunrise View Drive|Draper|UT|84020,not specified,0.15,2700,False,561158,40305736,2019-03-27T10:58:46Z,449000,select basic,brick|stucco,central air,3,4,2019-09-27,active,not specified,carpet|tile,full finished,microwave|range|refrigerator,not specified,40305736
homes,not specified,detail page,townhouse/condo,for sale,for sale,not applicable,other,forced air,ut,salt lake city,84101,by agent,salt lake city,false,27,2011,99 West South Temple Unit 305|Salt Lake City|UT|84101,not specified,0.01,940,False,2609439,40281126,2019-03-27T10:56:02Z,449999,not specified,brick|other,central air,1,1,2019-09-27,active,walkin closet,carpet|hardwood|tile,not specified,dryer|microwave|range|refrigerator|washer,1559693,40281126
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|1 cars,forced air,ut,west valley city,84120,by agent,granite,true,43,1955,4120 W 3100 S|West Valley City|UT|84120,not specified,0.62,1716,False,1391409,40316426,2019-03-27T10:53:55Z,424900,not specified,aluminumvinyl|brick,central air,2,3,2019-09-27,active,fireplace other|patio covered|sprinklers automatic,carpet,not specified,range,1588959,40316426
homes,not specified,detail page,single family home,for sale,for sale,not specified,attached garage|3 cars,not specified,ut,lehi,84043,by agent,not specified,false,11,2019,2141 W 650 S|Lehi|UT|84043,not specified,not specified,2610,True,3256117,40306406,2019-03-27T10:52:33Z,633415,not specified,not specified,not specified,35,4,2019-08-08,active,not specified,not specified,not specified,not specified,not specified,40306406
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,sandy,84093,by agent,canyons,true,25,1979,2793 E Cobblemoor Ln|Sandy|UT|84093,not specified,0.21,3752,False,1992904,40316424,2019-03-27T10:46:53Z,475000,not specified,brick|cedarredwood|stucco,central air,35,4,2019-09-27,active,deck|fireplace woodburning|patio covered|patio uncovered|sprinklers automatic,carpet|hardwood|tile,full finished,range,1589039,40316424
homes,not specified,detail page,single family home,for sale,for sale,landscape front,attached garage|combined garage|3 cars,forced air,ut,herriman,84096,by agent,jordan,true,5,2019,7539 w Cedar Tree Cr.|Herriman|UT|84096,not specified,0.25,3816,False,2397965,40316423,2019-03-27T10:45:55Z,479900,not specified,other|stucco,central air,25,3,2019-09-27,active,fireplace gas|sprinklers automatic|walkin closet,carpet|tile,full unfinished,microwave|other|range,0000000,40316423
homes,not specified,detail page,single family home,for sale,for sale,not specified,attached garage|2 cars,not specified,ut,springville,84663,by agent,not specified,false,12,2019,722 W. 1050 South|Springville|UT|84663,not specified,not specified,2660,True,3256117,40306405,2019-03-27T10:43:58Z,393610,not specified,not specified,not specified,25,4,2019-08-08,active,not specified,not specified,not specified,not specified,not specified,40306405
