Site Section,Sort Type,Template,Category,Site Section 2,Ad Type,Yard,Parking Type,heating,State,City,Zip,Seller Type,School District,Seller Accepts Texts,Photo Count,Year Built,Title,Previous URL,Acres,Square Feet,Newly Built,Seller ID,AD ID,Time Posted,Asking Price,Package Type,Exterior Material,cooling,Bathrooms,Bedrooms,Expire Date,Ad Status,Special Features,Floor Covering,Basement Type,Included Appliances,mls number,Listing ID
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|3 cars,forced air,ut,hooper,84315,by owner,weber,true,5,2008,4874 S 5225 W|Hooper|UT|84315,not specified,0.25,4600,False,2762540,40316072,2019-03-25T18:20:24Z,440000,select basic,brick|stucco,central air,25,4,2019-09-25,active,deck|fireplace gas|patio uncovered|security system|sprinklers automatic|walkin closet,carpet|hardwood|tile,full unfinished,microwave|range|refrigerator,not specified,40316072
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|1 cars,forced air,ut,west valley city,84119,by agent,granite,true,3,1985,3178 S Jason Pl|West Valley City|UT|84119,not specified,0.09,1681,False,3416694,40316071,2019-03-25T18:18:42Z,269900,not specified,not specified,central air,2,4,2019-09-25,active,not specified,not specified,not specified,not specified,1576493,40316071
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,west jordan,84081,by agent,jordan,true,5,2007,8152 S Jordanelle Ct|West Jordan|UT|84081,not specified,0.21,3820,False,3416694,40316069,2019-03-25T18:12:14Z,449900,not specified,not specified,central air,25,3,2019-09-25,active,not specified,not specified,not specified,not specified,1583244,40316069
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|driveway|street parking|2 cars,forced air,ut,taylorsville,84129,by agent,granite,true,21,1972,4829 S 3730 W|Taylorsville|UT|84129,not specified,0.2,2510,False,2412139,40316066,2019-03-25T18:02:20Z,309900,not specified,aluminumvinyl|brick,central air,2,5,2019-09-25,active,deck|fireplace gas|fireplace woodburning|patio covered|sprinklers automatic,carpet|hardwood|tile,full finished,other,1586605,40316066
homes,not specified,detail page,single family home,for sale,for sale,landscape back|landscape front|landscape full,carport|combined garage|detached garage|2 cars,forced air,id,rigby,83442,by owner,jefferson county,false,10,2000,3938 E 800 N|Rigby|ID|83442,not specified,20,4800,False,3529253,40316063,2019-03-25T17:56:59Z,585000,select basic,aluminumvinyl,none,4,7,2019-09-25,active,deck|fireplace other|patio uncovered|sprinklers automatic,carpet|linoleum|tile,shelfcrawl space,dryer|microwave|other|range|refrigerator|washer,not specified,40316063
homes,not specified,detail page,single family home,for sale,for sale,fenced none|landscape full,attached garage|combined garage|2 cars,forced air,ut,kaysville,84037,by agent,davis,true,13,2018,2021 Phillips Street|Kaysville|UT|84037,not specified,0.22,4388,False,310845,40303032,2019-03-25T17:56:49Z,539900,not specified,other,central air,2,3,2019-09-25,active,fireplace gas|patio uncovered|security system|sprinklers automatic|walkin closet,carpet|hardwood|tile,full unfinished,microwave|other|range,1576753,40303032
homes,not specified,detail page,townhouse/condo,for sale,for sale,fenced partial,attached garage|combined garage|driveway|2 cars,forced air,ut,herriman,84096,by agent,jordan,true,13,2019,14928 S Pele Ln # 189|Herriman|UT|84096,not specified,0.02,2227,False,1304159,40316061,2019-03-25T17:54:05Z,281620,not specified,not specified,central air,2,3,2019-09-25,active,walkin closet,not specified,not specified,not specified,1588723,40316061
homes,not specified,detail page,townhouse/condo,for sale,for sale,not applicable,attached garage|combined garage|1 cars,forced air,ut,west jordan,84081,by agent,jordan,false,25,2006,6944 S Traveler Ln|West Jordan|UT|84081,not specified,0.01,1411,False,2609439,40316058,2019-03-25T17:37:33Z,250000,not specified,not specified,central air,25,3,2019-09-25,active,not specified,not specified,not specified,not specified,1588737,40316058
homes,not specified,detail page,single family home,for sale,for sale,fenced full|fenced partial|landscape full,attached garage|combined garage|2 cars,forced air,ut,west jordan,84081,by agent,jordan,true,9,2000,5049 W Rock Ridge Ln|West Jordan|UT|84081,not specified,0.23,2853,False,1080744,40316057,2019-03-25T17:33:02Z,359900,not specified,aluminumvinyl|brick,central air,3,4,2019-09-25,active,deck|fireplace gas|pool|walkin closet,carpet|other|tile,full partially finished,microwave|other|range,1586520,40316057
homes,not specified,detail page,manufactured,for sale,for sale,fenced partial,carport|2 cars,forced air,ut,farr west,84404,by owner,weber,true,9,1995,1111 N. 2000 W. #73 Westwood Village Mobilehome Community|Farr West|UT|84404,not specified,0,924,False,3321548,40316051,2019-03-25T17:08:15Z,37000,select basic,other,central air,2,2,2019-09-25,active,deck|hot tub|pool|walkin closet,carpet|tile,not specified,range|refrigerator,not specified,40316051
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|3 cars,forced air,ut,sandy,84092,by agent,canyons,true,4,1995,1 Apple Hill Circle|Sandy|UT|84092,not specified,0.79,5408,False,261141,40301534,2019-03-25T16:38:24Z,880000,not specified,brick,central air,45,4,2019-09-25,active,not specified,hardwood,full finished,dryer|range|refrigerator|washer,1575339,40301534
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape back|landscape front,attached garage|combined garage|2 cars,forced air,ut,midvale,84047,by agent,canyons,true,24,1984,1213 E Moss Cir|Midvale|UT|84047,not specified,0.24,2150,False,2413444,40316040,2019-03-25T16:33:48Z,379000,not specified,aluminumvinyl|brick,central air,25,4,2019-09-25,active,sprinklers automatic,carpet|laminate,full partially finished,dryer|microwave|range|refrigerator|washer,1588715,40316040
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|combined garage|3 cars,forced air,ut,draper,84020,by agent,canyons,true,4,2019,772 W Osborne Fox Way|Draper|UT|84020,not specified,0.46,4455,False,3134166,40316037,2019-03-25T16:22:07Z,689900,not specified,not specified,central air,25,3,2019-09-25,active,not specified,not specified,not specified,not specified,1559759,40316037
homes,not specified,detail page,single family home,for sale,for sale,not applicable,driveway,forced air,ut,centerfield,84622,by agent,south sanpete,true,31,1910,345 N Main|Centerfield|UT|84622,not specified,0.66,1939,False,341179,40316034,2019-03-25T16:18:27Z,133000,not specified,aluminumvinyl,evaporative cooler window,1,3,2019-09-25,active,not specified,carpet|laminate,full unfinished,range|refrigerator,1535023,40316034
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|street parking|3 cars,forced air,ut,south jordan,84095,by agent,jordan,true,25,2010,4489 W Milford Dr|South Jordan|UT|84095,not specified,0.1,3350,False,656137,40281788,2019-03-25T16:15:04Z,415000,not specified,other,central air,35,5,2019-09-25,active,patio covered|walkin closet,carpet|tile,full partially finished,microwave|range,1580440,40281788
homes,not specified,detail page,townhouse/condo,for sale,for sale,landscape full,attached garage|combined garage|driveway|2 cars,forced air,ut,south jordan,84009,by agent,jordan,true,21,2017,11238 S Jonagold Dr|South Jordan|UT|84009,not specified,0.12,1603,False,656137,40299531,2019-03-25T16:14:55Z,314000,not specified,stucco,central air,2,2,2019-09-25,active,patio uncovered|walkin closet,carpet|other,shelfcrawl space,microwave|range,1573633,40299531
homes,not specified,detail page,manufactured,for sale,for sale,fenced full,driveway,forced air,ut,west valley city,84120,by owner,not specified,true,11,1967,3200 west 2811 s |West Valley City|UT|84120,not specified,0,1200,False,3280900,40316031,2019-03-25T16:12:22Z,36000,select basic,not specified,evaporative cooler roof,2,3,2019-09-25,active,not specified,not specified,not specified,not specified,not specified,40316031
homes,not specified,detail page,single family home,for sale,for sale,landscape front,attached garage|combined garage|2 cars,forced air,ut,centerfield,84622,by agent,south sanpete,false,27,2007,160 West 200 South|Centerfield|UT|84622,not specified,0.35,2534,False,341179,40316030,2019-03-25T16:10:50Z,219000,not specified,aluminumvinyl,central air,2,3,2019-09-25,active,walkin closet,carpet|hardwood|laminate,full unfinished,microwave|range|refrigerator,1588038,40316030
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|3 cars,forced air,ut,plain city,84404,by agent,weber,true,26,2014,2007 N 4900 W|Plain City|UT|84404,not specified,0.36,5267,False,193627,40316028,2019-03-25T15:57:56Z,574900,not specified,not specified,central air,4,4,2019-09-25,active,not specified,not specified,not specified,not specified,1588664,40316028
homes,not specified,detail page,manufactured,for sale,for sale,not applicable,other,forced air,id,saint anthony,83445,by owner,not specified,true,8,1984,2155 S Yellowstone Hwy|Saint Anthony|ID|83445,not specified,0.2,1200,False,3467067,40316026,2019-03-25T15:54:40Z,39000,select basic,not specified,central air,2,3,2019-09-25,active,not specified,not specified,not specified,not specified,not specified,40316026
homes,not specified,detail page,manufactured,for sale,for sale,landscape full,carport|driveway|2 cars,forced air,ut,sandy,84070,by owner,not specified,true,7,1970,67 E Mars Way|Sandy|UT|84070,not specified,0.03,900,False,375661,40316023,2019-03-25T15:52:06Z,20000,select basic,not specified,evaporative cooler roof,2,3,2019-09-25,active,not specified,laminate|linoleum|tile,not specified,range|refrigerator,not specified,40316023
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,combined garage|detached garage|2 cars,forced air,ut,salt lake city,84115,by owner,grand,true,1,1947,286 E Burton Ave|Salt Lake City|UT|84115,not specified,0.14,2690,False,1203592,40316018,2019-03-25T15:46:43Z,439900,select basic,aluminumvinyl,central air,2,4,2019-09-25,active,not specified,carpet|laminate|tile,full unfinished,microwave|range|refrigerator,not specified,40316018
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,providence,84332,by agent,cache,true,24,2004,145 Andrews Ln|Providence|UT|84332,not specified,0.14,2424,False,160925,40316011,2019-03-25T15:39:29Z,299900,not specified,aluminumvinyl,central air,275,5,2019-09-25,active,patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood|tile,full finished,dryer|microwave|range|refrigerator|washer,1587896,40316011
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|3 cars,radiant heat,ut,park city,84060,by agent,south summit,true,58,2012,1349 Wild Rose Court|Park City|UT|84060,not specified,0.38,5940,False,3511590,40316009,2019-03-25T15:37:15Z,4250000,not specified,not specified,central air,5,4,2019-09-25,active,deck|fireplace gas|hot tub|patio covered|security system|walkin closet,not specified,not specified,dryer|microwave|range|refrigerator|washer,1588545,40316009
homes,not specified,detail page,manufactured,for sale,for sale,not applicable,other,forced air,id,st anthony,83445,by owner,not specified,true,8,2012,2155 S Yellowstone Hwy|St Anthony|ID|83445,not specified,0.15,1250,False,3467067,40311420,2019-03-25T15:36:22Z,39000,select basic,not specified,central air,2,3,2019-09-25,active,not specified,not specified,not specified,not specified,not specified,40311420
homes,not specified,detail page,single family home,for sale,for sale,fenced full,attached garage|combined garage|1 cars,forced air,ut,logan,84321,by agent,logan city,true,6,1989,330 N 300 E #4|Logan|UT|84321,not specified,0.09,1741,False,3529194,40316003,2019-03-25T15:17:46Z,210000,not specified,brick,central air,2,3,2019-09-25,active,not specified,carpet|tile,full finished,microwave|other|range|refrigerator,1585768,40316003
homes,not specified,detail page,multifamily home,for sale,for sale,landscape full,attached garage|combined garage|2 cars,forced air,ut,park city,84060,by agent,south summit,true,36,1985,236/238 Norfolk Avenue|Park City|UT|84060,not specified,0.09,5150,False,636293,40315996,2019-03-25T15:06:26Z,3500000,not specified,not specified,central air,5,8,2019-09-25,active,hot tub,not specified,not specified,dryer|microwave|range|refrigerator|washer,1573158,40315996
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|driveway|2 cars,forced air,ut,logan,84321,by agent,logan city,true,22,1986,1147 Eastridge Dr|Logan|UT|84321,not specified,0.16,2545,False,3410299,40307478,2019-03-25T15:01:23Z,292500,not specified,aluminumvinyl|brick,central air,35,4,2019-09-25,active,fireplace woodburning|patio uncovered|sprinklers automatic|walkin closet,carpet|linoleum|tile,full finished,dryer|microwave|range|refrigerator|washer,1580069,40307478
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|2 cars,forced air,ut,provo,84604,by agent,not specified,false,67,2007,1617 W 1970 N|Provo|UT|84604,not specified,0.07,3851,False,2609439,40315991,2019-03-25T14:57:11Z,589000,not specified,not specified,central air,3,3,2019-09-25,active,not specified,not specified,not specified,not specified,1588674,40315991
homes,not specified,detail page,single family home,for sale,for sale,landscape full,carport|1 cars,forced air,ut,eagle mountain,84005,by agent,alpine,false,26,2000,8122 N Ridge Loop E Apt A3|Eagle Mountain|UT|84005,not specified,0.02,1218,False,2609439,40315988,2019-03-25T14:55:16Z,189000,not specified,brick,central air,2,3,2019-09-25,active,walkin closet,carpet|linoleum,shelfcrawl space,other|refrigerator,1567199,40315988
